schid,pup_pop,zoneid,z_inf98,distlake,latr_pup,mk96_s,z9899_78,z9899_34,z9899_56,wgrp,sch1_1km_original,sch2_1km_original,sch3_1km_original,schT_1km_original,pop1_1km_original,pop2_1km_original,pop3_1km_original,popT_1km_original,sch1_2km_original,sch2_2km_original,sch3_2km_original,schT_2km_original,pop1_2km_original,pop2_2km_original,pop3_2km_original,popT_2km_original,sch1_3km_original,sch2_3km_original,sch3_3km_original,schT_3km_original,pop1_3km_original,pop2_3km_original,pop3_3km_original,popT_3km_original,sch1_4km_original,sch2_4km_original,sch3_4km_original,schT_4km_original,pop1_4km_original,pop2_4km_original,pop3_4km_original,popT_4km_original,sch1_5km_original,sch2_5km_original,sch3_5km_original,schT_5km_original,pop1_5km_original,pop2_5km_original,pop3_5km_original,popT_5km_original,sch1_6km_original,sch2_6km_original,sch3_6km_original,schT_6km_original,pop1_6km_original,pop2_6km_original,pop3_6km_original,popT_6km_original,sch1_36k_original,sch2_36k_original,sch3_36k_original,schT_36k_original,pop1_36k_original,pop2_36k_original,pop3_36k_original,popT_36k_original,schT_1km_updated,popT_1km_updated,schT_2km_updated,popT_2km_updated,schT_3km_updated,popT_3km_updated,schT_4km_updated,popT_4km_updated,schT_5km_updated,popT_5km_updated,schT_6km_updated,popT_6km_updated,sch1_1km_updated,pop1_1km_updated,sch1_2km_updated,pop1_2km_updated,sch1_3km_updated,pop1_3km_updated,sch1_4km_updated,pop1_4km_updated,sch1_5km_updated,pop1_5km_updated,sch1_6km_updated,pop1_6km_updated,sch2_1km_updated,pop2_1km_updated,sch2_2km_updated,pop2_2km_updated,sch2_3km_updated,pop2_3km_updated,sch2_4km_updated,pop2_4km_updated,sch2_5km_updated,pop2_5km_updated,sch2_6km_updated,pop2_6km_updated,sch3_1km_updated,pop3_1km_updated,sch3_2km_updated,pop3_2km_updated,sch3_3km_updated,pop3_3km_updated,sch3_4km_updated,pop3_4km_updated,sch3_5km_updated,pop3_5km_updated,sch3_6km_updated,pop3_6km_updated,schT_36k_updated,popT_36k_updated,sch1_36k_updated,pop1_36k_updated,sch2_36k_updated,pop2_36k_updated,sch3_36k_updated,pop3_36k_updated
206,579,2,.53264606,7.2259998,.005181347,-.53564888,.4296875,.755,.63218391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,14.696969,219.375,234.07198,1,1,3,5,272.07755,14.696969,1192.6472,1479.4218,4,3,3,10,1680.2035,542.93048,1192.6472,3415.7813,4,3,4,11,1680.2035,542.93048,1583.9034,3807.0374,4,2,3,9,1680.2035,528.23352,1364.5284,3572.9653,0,0,0,0,2,234.07198,7,2549.3784,10,3415.7813,13,4301.7808,0,0,0,0,0,0,2,827.80054,4,1680.2035,6,2174.9468,0,0,0,0,1,14.69697,2,528.93048,3,542.93048,3,542.93048,0,0,0,0,1,219.375,3,1192.6473,3,1192.6473,4,1583.9034,11,4067.7085,6,2174.9468,2,528.23352,3,1364.5284
207,325,4,.5090909,3.8180001,.012307692,-1.0179336,.5,.82352942,.79591835,1,0,0,0,0,0,0,0,0,0,1,0,1,0,14,0,14,0,3,1,4,0,1485.8136,590.37195,2076.1855,2,5,1,8,932.95129,1829.8831,590.37195,3353.2063,2,7,2,11,932.95129,2941.5718,809.74695,4684.27,2,7,2,11,932.95129,2941.5718,809.74695,4684.27,2,4,1,7,932.95129,1455.7582,219.375,2608.0845,0,0,1,14,4,2076.186,9,3880.7473,13,5161.4756,18,7119.0884,0,0,0,0,0,0,2,932.95129,3,1130.7421,4,1642.2773,0,0,1,14,3,1485.8142,6,2357.4243,7,2941.5723,7,2941.5723,0,0,0,0,1,590.37189,1,590.37189,3,1089.161,7,2535.2383,14,5042.9023,4,1642.2773,4,1455.7581,6,1944.8665
208,268,2,.53264606,1.443,,-.68876642,.4296875,.755,.63218391,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,590.37195,590.37195,2,3,1,6,668.32251,1441.0612,590.37195,2699.7556,2,4,1,7,668.32251,2677.1028,590.37195,3935.7974,2,5,3,10,668.32251,2691.1028,1140.8206,4500.2461,3,5,3,11,1224.0454,2691.1028,1140.8206,5055.9688,1,2,2,5,555.7229,1250.0416,550.44861,2356.2131,0,0,1,590.37189,6,2699.7554,7,3935.7974,10,4500.2461,13,5350.0806,0,0,0,0,2,668.32239,2,668.32239,2,668.32239,3,1224.0454,0,0,0,0,3,1441.0612,4,2677.1033,5,2691.1033,6,2705.8,0,0,1,590.37189,1,590.37189,1,590.37189,3,1140.8206,4,1420.2347,7,2650.3245,1,555.72302,3,1264.7389,3,829.86285
210,643,2,.53264606,5.8940001,.0077760494,-1.013476,.4296875,.755,.63218391,1,0,0,0,0,0,0,0,0,1,0,1,2,197.7907,0,219.375,417.16571,1,1,2,4,197.7907,14.696969,685.61157,898.09924,2,2,2,6,488.88483,28.69697,685.61157,1203.1934,3,2,2,7,1000.4202,28.69697,685.61157,1714.7288,3,4,4,11,1000.4202,1500.5106,1783.0192,4283.9502,2,3,2,7,802.62952,1485.8136,1097.4076,3385.8511,0,0,2,417.16571,4,898.09924,7,1714.7288,7,1714.7288,12,4811.4917,0,0,1,197.7907,1,197.7907,3,1000.4202,3,1000.4202,3,1000.4202,0,0,0,0,1,14.69697,2,28.69697,2,28.69697,5,2028.052,0,0,1,219.375,2,685.61157,2,685.61157,2,685.61157,4,1783.0192,8,3913.3918,2,802.62946,4,2013.355,2,1097.4076
211,260,2,.53264606,6.1160002,.0076923077,-.45697892,.4296875,.755,.63218391,3,0,0,0,0,0,0,0,0,1,1,1,3,555.72296,14.696969,466.23657,1036.6565,3,1,1,5,1265.0491,14.696969,466.23657,1745.9827,3,2,1,6,1265.0491,28.69697,466.23657,1759.9827,4,2,2,8,1556.1432,28.69697,973.27222,2558.1123,5,3,2,10,1828.2208,1264.7385,973.27222,4066.2314,2,2,1,5,563.17175,1250.0415,507.03564,2320.2488,0,0,3,1036.6566,5,1745.9827,6,1759.9827,8,2558.1125,10,4066.2319,0,0,1,555.72302,3,1265.0491,3,1265.0491,4,1556.1432,5,1828.2207,0,0,1,14.69697,1,14.69697,2,28.69697,2,28.69697,3,1264.739,0,0,1,466.2366,1,466.2366,1,466.2366,2,973.27234,2,973.27234,5,2320.2493,2,563.17163,2,1250.042,1,507.03574
212,431,3,.39583334,3.0969999,.0046403711,-.88813013,.32380953,.53797466,.42105263,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,399.01517,0,786.44971,1185.4648,1,0,2,3,399.01517,0,786.44971,1185.4648,2,4,2,8,775.60626,1351.5956,786.44971,2913.6516,3,5,3,11,1287.1417,1580.3584,1220.2986,4087.7988,2,5,1,8,888.12659,1580.3584,433.84888,2902.334,0,0,0,0,3,1185.465,4,2421.5068,8,2913.6521,13,4650.9707,0,0,0,0,1,399.0152,1,399.0152,2,775.60632,5,1850.3132,0,0,0,0,0,0,1,1236.042,4,1351.5962,5,1580.359,0,0,0,0,2,786.44983,2,786.44983,2,786.44983,3,1220.2986,10,3465.5059,4,1451.2981,5,1580.359,1,433.84875
213,542,2,.53264606,8.2139997,.0092250919,.039453462,.4296875,.755,.63218391,3,0,0,0,0,0,0,0,0,1,0,1,2,197.7907,0,219.375,417.16571,2,0,1,3,753.51367,0,219.375,972.88867,3,1,1,5,1265.0491,14.696969,219.375,1499.1211,3,2,1,6,1265.0491,28.69697,219.375,1513.1211,4,2,2,8,1556.1432,28.69697,726.41064,2311.2507,2,2,1,5,802.62952,28.69697,507.03564,1338.3621,0,0,2,417.16571,3,972.88873,5,1499.1211,6,1513.1211,8,2311.251,0,0,1,197.7907,2,753.51373,3,1265.0491,3,1265.0491,4,1556.1432,0,0,0,0,0,0,1,14.69697,2,28.69697,2,28.69697,0,0,1,219.375,1,219.375,1,219.375,1,219.375,2,726.41071,5,1338.3622,2,802.62946,2,28.69697,1,507.03571
215,406,2,.53264606,0,.0049261083,-.20859574,.4296875,.755,.63218391,1,0,1,0,1,0,329.37238,0,329.37238,0,2,1,3,0,913.52045,590.37195,1503.8923,0,4,1,5,0,2385.3342,590.37195,2975.7061,1,4,1,6,291.09415,2385.3342,590.37195,3266.8003,1,6,2,9,291.09415,2926.8748,869.78601,4087.7549,1,6,2,9,291.09415,2926.8748,869.78601,4087.7549,1,2,1,4,291.09415,541.54053,279.41406,1112.0488,1,329.37241,3,1503.8923,5,2975.7063,7,3546.2146,9,4087.7551,9,4087.7551,0,0,0,0,0,0,1,291.09409,1,291.09409,1,291.09409,1,329.37241,2,913.52051,4,2385.3345,4,2385.3345,6,2926.8755,6,2926.8755,0,0,1,590.37189,1,590.37189,2,869.78601,2,869.78601,2,869.78601,4,1112.0488,1,291.09409,2,541.54102,1,279.41412
216,748,3,.39583334,11.1,.0053475937,1.0077575,.32380953,.53797466,.42105263,1,0,0,0,0,0,0,0,0,1,0,0,1,203.64944,0,0,203.64944,1,1,0,2,203.64944,514.23352,0,717.88293,3,1,1,5,689.90479,514.23352,168.43285,1372.5712,4,1,1,6,1201.4402,514.23352,168.43285,1884.1066,4,2,1,7,1201.4402,1020.106,168.43285,2389.979,3,1,1,5,997.79077,505.8725,168.43285,1672.0961,0,0,1,203.6494,2,717.88293,5,1372.571,6,1884.1064,7,2389.979,0,0,1,203.6494,1,203.6494,3,689.90472,4,1201.4401,4,1201.4401,0,0,0,0,1,514.23352,1,514.23352,1,514.23352,2,1020.106,0,0,0,0,0,0,1,168.4328,1,168.4328,1,168.4328,5,1672.0959,3,997.79065,1,505.8725,1,168.4328
218,95,4,.5090909,4.8400002,,.18722633,.5,.82352942,.79591835,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,527.54071,468.89999,996.44067,0,1,1,2,0,527.54071,468.89999,996.44067,0,2,1,3,0,763.31287,468.89999,1232.2129,1,2,2,5,291.09415,763.31287,1059.272,2113.679,1,1,1,3,291.09415,235.77216,590.37195,1117.2383,0,0,0,0,2,996.44067,2,996.44067,3,1232.2129,5,2113.679,0,0,0,0,0,0,0,0,0,0,1,291.09409,0,0,0,0,1,527.54071,1,527.54071,2,763.31293,2,763.31293,0,0,0,0,1,468.89999,1,468.89999,1,468.89999,2,1059.2719,3,1117.2382,1,291.09409,1,235.77222,1,590.37183
219,317,3,.39583334,7.237,.0031545742,-.45029387,.32380953,.53797466,.42105263,1,0,0,0,0,0,0,0,0,0,1,0,1,0,514.23352,0,514.23352,0,1,0,1,0,514.23352,0,514.23352,4,1,2,7,1583.9749,514.23352,940.88446,3039.0928,4,1,3,8,1583.9749,514.23352,1109.3173,3207.5256,4,4,3,11,1583.9749,1121.6602,1109.3173,3814.9521,4,3,3,10,1583.9749,607.42664,1109.3173,3300.7188,0,0,1,514.23352,1,514.23352,7,3039.093,8,3207.5259,13,4425.5835,0,0,0,0,0,0,4,1583.9749,4,1583.9749,4,1583.9749,0,0,1,514.23352,1,514.23352,1,514.23352,1,514.23352,4,1121.6602,0,0,0,0,0,0,2,940.88452,3,1109.3174,5,1719.9485,12,3911.3501,4,1583.9749,3,607.42664,5,1719.9485
220,439,3,.39583334,.722,.0022779044,-2.0924692,.32380953,.53797466,.42105263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,376.59109,0,391.25616,767.84729,1,1,2,4,376.59109,228.76282,670.67023,1276.0242,1,3,3,7,376.59109,775.7572,1177.7059,2330.0542,1,4,5,10,376.59109,2011.7987,1903.6323,4292.022,0,4,4,8,0,2011.7987,1512.3762,3524.1748,0,0,0,0,2,767.84729,4,1276.0242,7,2330.0542,10,4292.0225,0,0,0,0,1,376.59109,1,376.59109,1,376.59109,1,376.59109,0,0,0,0,0,0,1,228.7628,3,775.75714,4,2011.7992,0,0,0,0,1,391.2562,2,670.67029,3,1177.7061,5,1903.6324,8,3524.1755,0,0,4,2011.7992,4,1512.3762
221,384,2,.53264606,.35499999,.0052083335,1.9682828,.4296875,.755,.63218391,2,0,1,0,1,0,329.37238,0,329.37238,0,2,1,3,0,913.52045,590.37195,1503.8923,0,4,1,5,0,2385.3342,590.37195,2975.7061,1,4,1,6,291.09415,2385.3342,590.37195,3266.8003,1,6,2,9,291.09415,2926.8748,869.78601,4087.7549,1,6,2,9,291.09415,2926.8748,869.78601,4087.7549,1,2,1,4,291.09415,541.54053,279.41406,1112.0488,1,377.2283,3,1551.7483,5,3023.5625,7,3594.0706,9,4135.6113,9,4135.6113,1,377.2283,1,377.2283,1,377.2283,2,668.32239,2,668.32239,2,668.32239,0,0,1,584.14807,3,2055.9622,3,2055.9622,5,2597.5032,5,2597.5032,0,0,1,590.37189,1,590.37189,2,869.78601,2,869.78601,2,869.78601,4,1112.0488,1,291.09409,2,541.54102,1,279.41412
261,213,1,.27247956,10.223,.014084507,.25369638,.21428572,.42292491,.3018868,3,0,0,0,0,0,0,0,0,1,0,0,1,250.25455,0,0,250.25455,1,1,1,3,250.25455,316.28571,325.14417,891.68445,1,4,1,6,250.25455,1297.4758,325.14417,1872.8745,2,5,3,10,495.05453,1689.8092,1098.632,3283.4956,2,5,4,11,495.05453,1689.8092,1315.2257,3500.0894,1,4,3,8,244.79999,1373.5234,990.08154,2608.4048,0,0,1,250.2545,3,891.68445,6,1872.8744,10,3283.4954,14,4091.4697,0,0,1,250.2545,1,250.2545,1,250.2545,2,495.0545,3,709.2323,0,0,0,0,1,316.28571,4,1297.4758,5,1689.8091,5,1689.8091,0,0,0,0,1,325.1442,1,325.1442,3,1098.6318,6,1692.4283,11,3199.7854,2,458.97778,4,1373.5234,5,1367.2842
262,333,1,.27247956,10.223,.0090090092,.58347005,.21428572,.42292491,.3018868,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,181.59448,190.96552,372.56,2,1,3,6,386.82211,181.59448,724.87958,1293.2961,2,3,4,9,386.82211,1003.7527,1039.6389,2430.2139,2,3,4,9,386.82211,1003.7527,1039.6389,2430.2139,0,0,0,0,0,0,2,372.56,6,1293.2961,9,2430.2136,0,0,0,0,0,0,0,0,2,386.82208,2,386.82208,0,0,0,0,0,0,1,181.5945,1,181.5945,3,1003.7527,0,0,0,0,0,0,1,190.9655,3,724.87964,4,1039.6389,9,2430.2136,2,386.82208,3,1003.7527,4,1039.6389
263,559,1,.27247956,4.329,.0035778175,1.7777531,.21428572,.42292491,.3018868,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,609.84558,609.84558,0,1,2,3,0,460.13724,901.92322,1362.0604,1,2,4,7,506.57895,688.90002,1577.2454,2772.7244,3,4,4,11,1127.9701,1168.0906,1577.2454,3873.3062,3,4,4,11,1127.9701,1168.0906,1577.2454,3873.3062,3,3,2,8,1127.9701,707.95337,675.32214,2511.2456,0,0,1,609.84558,3,1362.0605,7,2772.7241,11,3873.3057,13,4572.3462,0,0,0,0,0,0,1,506.57889,3,1127.97,4,1510.7246,0,0,0,0,1,460.13721,2,688.90002,4,1168.0905,5,1484.3762,0,0,1,609.84558,2,901.92328,4,1577.2454,4,1577.2454,4,1577.2454,10,3210.2856,4,1510.7246,4,1024.239,2,675.32208
264,205,6,.41836736,12.221,.0097560976,.96161735,.40944883,.52459013,.45945945,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,848.6734,848.6734,1,1,4,6,136.56757,293.72308,1039.6389,1469.9296,4,3,4,11,1167.005,1002.3421,1039.6389,3208.9861,4,3,4,11,1167.005,1002.3421,1039.6389,3208.9861,4,3,1,8,1167.005,1002.3421,190.96552,2360.3127,0,0,0,0,3,848.67334,6,1469.9296,11,3208.9863,15,4738.1343,0,0,0,0,0,0,1,136.5676,4,1167.005,6,2032.4653,0,0,0,0,0,0,1,293.72311,3,1002.3421,3,1002.3421,0,0,0,0,3,848.67334,4,1039.6389,4,1039.6389,6,1703.3271,12,3889.4612,6,2032.4653,3,1002.3421,3,854.65381
265,352,7,.25506073,16.783001,.0056818184,.054506782,.19444445,.27972028,.31707317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,679.83417,270.12799,0,949.96216,4,2,1,7,1079.2091,736.0976,219.77304,2035.0797,5,4,2,11,1614.592,1326.3474,540.00604,3480.9456,5,4,2,11,1614.592,1326.3474,540.00604,3480.9456,2,3,2,7,934.75787,1056.2195,540.00604,2530.9834,0,0,0,0,4,949.96222,7,2035.0798,13,3965.0916,17,5615.1479,0,0,0,0,3,679.83423,4,1079.2092,5,1614.592,6,1898.7205,0,0,0,0,1,270.12799,2,736.0976,5,1594.0566,6,2178.6799,0,0,0,0,0,0,1,219.77299,3,756.44324,5,1537.7477,13,4665.186,3,1218.8862,5,1908.552,5,1537.7477
266,239,1,.27247956,4.7290001,.0083682006,.32394075,.21428572,.42292491,.3018868,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,292.07767,292.07767,0,1,2,3,0,86.85714,750.80603,837.66315,0,5,4,9,0,1597.8048,1794.5005,3392.3052,2,5,4,11,883.17004,1597.8048,1794.5005,4275.4756,2,5,4,11,883.17004,1597.8048,1794.5005,4275.4756,2,4,2,8,883.17004,1510.9476,1043.6945,3437.8125,0,0,1,292.0777,3,837.66321,9,3392.3054,14,5162.8628,17,6184.8447,0,0,0,0,0,0,0,0,4,1378.2245,4,1378.2245,0,0,0,0,1,86.85714,5,1597.8047,6,1990.1382,7,2496.0105,0,0,1,292.0777,2,750.80609,4,1794.5004,4,1794.5004,6,2310.6101,14,5347.1812,4,1378.2245,6,2409.1533,4,1559.804
267,148,7,.25506073,14.996,.013513514,.18478444,.19444445,.27972028,.31707317,1,0,0,0,0,0,0,0,0,1,0,0,1,399.375,0,0,399.375,2,0,0,2,714.19189,0,0,714.19189,3,1,1,5,998.32031,584.62341,331.23145,1914.1752,6,3,2,11,2239.325,1320.7209,536.19147,4096.2373,6,3,2,11,2239.325,1320.7209,536.19147,4096.2373,4,3,2,9,1525.1331,1320.7209,536.19147,3382.0454,0,0,1,399.375,2,714.19189,6,2137.0911,12,4419.5762,15,5342.3364,0,0,1,399.375,2,714.19189,4,1221.2363,7,2562.6636,8,2945.4182,0,0,0,0,0,0,1,584.62341,3,1320.7209,3,1320.7209,0,0,0,0,0,0,1,331.23141,2,536.19141,4,1076.1974,13,4628.1445,6,2231.2263,3,1320.7209,4,1076.1974
268,419,5,.38425925,1.443,.0095465397,.54199833,.43137255,.52222222,.48076922,1,0,0,0,0,0,0,0,0,0,1,0,1,0,228.76282,0,228.76282,1,3,0,4,399.01517,775.7572,0,1174.7723,1,3,1,5,399.01517,775.7572,292.07767,1466.8501,1,4,4,9,399.01517,1281.519,1333.7764,3014.3105,1,4,6,11,399.01517,1281.519,2223.0359,3903.5701,0,1,6,7,0,505.76184,2223.0359,2728.7979,0,0,1,228.7628,4,1174.7723,5,1466.8501,9,3014.3108,12,4410.606,0,0,0,0,1,399.0152,1,399.0152,1,399.0152,1,399.0152,0,0,1,228.7628,3,775.75714,3,775.75714,4,1281.519,4,1281.519,0,0,0,0,0,0,1,292.0777,4,1333.7765,7,2730.0718,8,3235.8335,0,0,1,505.7619,7,2730.0718
269,254,5,.38425925,1.077,.0039370079,-1.0159557,.43137255,.52222222,.48076922,2,0,0,0,0,0,0,0,0,1,1,0,2,376.59109,460.13724,0,836.72833,1,2,1,4,376.59109,546.99438,292.07767,1215.6631,2,3,2,7,775.60626,1052.7562,508.67142,2337.0339,2,3,4,9,775.60626,1052.7562,1552.3658,3380.7283,2,3,6,11,775.60626,1052.7562,2402.3503,4230.7129,1,1,5,7,399.01517,505.76184,2110.2727,3015.0498,0,0,2,836.72827,4,1215.6631,7,2337.0339,9,3380.7283,11,4230.7129,0,0,1,376.59109,1,376.59109,2,775.60632,2,775.60632,2,775.60632,0,0,1,460.13721,2,546.99432,3,1052.7562,3,1052.7562,3,1052.7562,0,0,0,0,1,292.0777,2,508.67151,4,1552.3658,6,2402.3503,7,3015.0498,1,399.01523,1,505.7619,5,2110.2727
